date,title,text
2017-06-27,신혼집 전세 위치 의견 부탁드립니다.,"현재 산본 주공3단지 율곡아파트에 살고있는데요. 직장하고의 위치가 조금 멀어서 전세집을 옮기려고 생각하고 있습니다. 저는 직장이 역삼역이고 지하철로 출퇴근하고 있으며, 와이프는 직장이 안산 고잔쪽이며, 자차 출퇴근 중입니다. 와이프는 직장 여건상 지점근무라 지점이동이 자유로와 지역을 옮기는데 큰 문제는 없습니다. 아직 아기는 갖지 않았지만, 올해 계획중이라 아기가 생기면 처갓집 (안양 석수)에서 키워줄 예정입니다. 저희쪽 예산은 맥스가 3억정도(전세대출 포함) 입니다. 평촌, 범계 지역이나 신도림의 작은평수 (10평대) 정도 생각하고 있는데,  혹시 이 지역외에 추천해주실만한 지역있는지 조언부탁드립니다."
2017-06-27,619대책 이후 재개발구역들도 주춤 외 부동산 뉴스 읽는 붇옹산(2017.6.27),한남 성수 노량진 재개발도 6.19 후 주춤 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=016&aid=0001256335  감정평가 못믿겠다.재개발구역주민원성 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=366&aid=0000374082 용산 유엔사부지 오늘 입찰 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=016&aid=0001256252  분당 소형아파트 등으로 투자자들 관심 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=008&aid=0003894324  국세청 투기세력에 세무조사 임박? http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=011&aid=0003059329   역세권 청년주택 노량진 신림에도 가능 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=015&aid=0003787355  창신숭인 제1호 도시재생협동조합 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=014&aid=0003834842  오늘은 뉴스를 조금 일찍 읽어봤습니다. ^^ 봐주셔서 감사합니다.  2017.6.27 붇옹산TV
2017-06-27,"서초포레스타, 밤섬래미안리베뉴 간의 고민입니다.","제목의 두 곳 24~33평 정도로 매수를 고민중입니다.  저희 부부 취향으로는 밤섬이 끌리는데, 한편으론 강남3구라는 향후 투자적(?)인 메리트가 결정을 쉽지 않게 만듭니다.  혹시 실거주중이신 회원님들이나, 알아보신 회원님들의 고견을 구하고 싶습니다^^  즐거운 하루 되십시오!"
2017-06-27,"2017 하반기 부동산 시장전망(아파트) - 수도권, 비수도권 양극화 심화","하반기 부동산 시장전망 공유합니다.  아파트 기준 전망이며 매도/매수 시 참고 하시기 바랍니다.    수도권은 6.19 부동산 대책의 영향으로 상반기와 비교하여 주춤하긴 하겠지만 제한된 공급량과 수요쏠림 등에 따라 국지적인 가격상승은 불가피해 보인다.  한편, 지방은 과잉공급 리스크에 지역 경기침체가 맞물리며 가격 하방 압력이 더 커질 것으로 예상된다. 개발호재 영향으로 가격 상승세를 지속하던 부산, 세종도 DTI 규제로 오름폭이 둔화될 전망이다.  전세시장은 전체적으로 안정적인 모습을 보일 것으로 전망된다. 저금리 기조가 지속되면서 전세의 월세전환으로 전세 매물은 줄겠지만 신규 아파트 공급이 전세수요를 충분히 감당할 수 있을 것으로 판단된다. 다만, 재개발?재건축 등 도시정비사업 진행에 따른 이주수요가 많은 서울, 경기, 부산 등에서 일시적이고 국지적인 전셋값 상승이 나타날 수 있다."
2017-06-27,동탄2신도시에 집을 마련하려고 하는데 조언 구합니다.,안녕하세요. 내집마련당에 처음으로 글을 쓰네요.  동탄2신도시에 집을 장만하려고 하는데요.  원래 가려고 했던곳이 A5(푸르지오) (전용84) 입니다. 분양은 이미 끝난 상태이지만 전매제한이 없어 분양권 거래가 가능하다고 하더라구요 처음 알아볼 때가 3달쯤 전이었는데 이때는 프리미엄이 5~700정도 붙은게 열손가락 안에 꼽았었는데 지금 보니 무피도 꽤 있고(저층) 중간층도 프리미엄이 많이 빠진 상태입니다. 분양권 거래 수수료는 200 부르더라구요  A5(푸르지오)를 처음 알아보다가 바로 길 건너에 A7(LH)을 분양한다는 소식을 듣고 기다리다가 모델하우스도 보고 왔는데요 LH 짓는다고 해서 많이 쌀 줄 알았는데(집알못.. ^^;) 발코니 확장비까지 해도 2천 안쪽 이더군요. 게다가 A7(LH)의 전용84는 방이 4개인 구조라 급 고민이 생겼습니다. (현재는 돌 되는 아이 1명인데 둘째 계획은 있는 상태)  고민이 되는게.. 같은 평수에 방 3개? 4개? 방이 4개면 나중에 둘째 낳아서 방 하나씩 주고 하나는 서재나 부부만의 취미생활방으로 활용? 얼마 차이 안나면 LH보다는 그래도 푸르지오? 나머지 학교나 지리적 장점은 뭐 길 건너 단지라 비교할 필요가 없어보입니다..  입주시기는 A5는 18년 2월이고 A7은 19년 가을입니다.  청약 넣는다고 다 당첨되는 것도 아니고 일단 넣고 떨어지면 A5 분양권 매매를 생각 중인데 잘 하고있는걸까요??
2017-06-27,내집 팔고 산 후기,"신혼생활을 주공아파트 월세방으로 시작한게 엊그제 같은데 벌써 애가 5살이네요.  15평 주공아파트를 시작으로 영혼까지 끌어모은 대출로 약 3년전 노원에 주공아파트를 구매했더랬지요.  당시 많은분들이 말렸습니다.  디딤돌로도 모잘라 자투리까지 대출을 받았고 도배장판에 복비주고나니 마이너스통장도 바닥을 쳤었지요.  우선 집이 있어야 안정이 된다는 제 생각을 유지한채 꿋꿋히 버텼습니다.   구입하고 1년이 채 되지 않아 대박이 나서 원금을 모두 갚... 는 스토리면 참 좋겠는데 부끄러운이야기이지만  우리나라 근로자 평균월급으로는 대출이자에 생활비 내니 없더군요. 이자만 냈습니다(사실 지금도 이자만..ㅜㅜ)  구입후 약 1년 조금넘으니 감평원기준 집값이 조금 올라서 자투리 대출을 포함해 주택공사 대출(30년 3퍼)을 다시 받았습니다  작아도 서울에 내집있으니 맘은 편하더군요. 다만 애도 커가고 방 2칸으로는 부족하다 싶어 혼자 심심할 때 집근처 동네 부동산투어를  다니다 옆동 28평형 방 3칸이 보이더군요. 당연히 좋기는 한데 이건 내가 못하겠지 싶어서 우리집 시세를 보니 3천이내로 구매가 가능 하겠더군요. 3년도 채 되지 않아 구입가격에 1억가까이가 오른덕분입니다.    와이프한테 말도 안하고 통장에 용돈 그대로 계약금을 넣었습니다. 집보고 5분만에요.  기존 집은 언제 팔며 돈은 언제 마련하며 라는 생각이 머리를 스쳤지만 잠시 미쳤었던것 같네요.   다행히 기존 집은 전국의 집값이 들썩일때 바로 팔려버렸습니다. 사는사람은 싸게 사고 싶고, 팔고싶은 사람은 비싸게 받고 싶은게  이치인만큼 욕심을 버리자고 생각(호가 엄청나올때는 배가좀 아팠지만) 하고 기존 호가에 1500이상을 빼주니  바로나간게 아닌가 싶었는데 이후 부동산 정책이다 뭐다 분위기가 다시 관망으로 돌아서고 우리 동 판매가를 보니  결과적으로는 제가 꼭대기에 판매를 한거였긴 하지만요.   제가 구매한 28평은 구입한 금액보다 8천이 뛰었습니다. 28평으로 지어진 집도 잘 없어서 그런지 분위기가 다운될때에도  실거래가 4억 조금 빠진금액에서 거래는 되더군요.   이번에 체감한 교훈은 아래와 같습니다.   1. 서울 아파트에 소형평수, 실거주면 무조건 사는게 좋겠다.     비슷한 시기 다리건너 서울인 경기도 집을 산 제 친구 두명은 호가가 많이 뛰어 팔려고 했지만 서너번 집보여준게 다일뿐 못팔았습니다. 게다가 만약 당시 제가 대출을 일으켜 집을 구매하지 않았더라면 아직도 월세를 전전하고 있을 것이라 생각합니다. 오른 집값을 보며 '아, 그때 살껄'이란 후회와 함께요.  2. 같은 단지내라도 전철역 출구, 상권과 가까우면 가까울수록 비싸고 잘나간다.    같은 단지인데 2천이상 차이나는걸 보면서 게다가 상권과 붙어있던 단지 동은 제 판매가보다 약 1억더 올라가는걸 보고 깨닳은겁니다.   이 동네 토박이라 가게들 있으면 시끄러워서 싫었는데 대부분은 상권을 좋아하시는것 같아요.   3. 도로옆 기차길 옆 같은 소음요인이 있는곳은 피해야...    제가 구입한 곳이 아닌 바로 옆동은 매물도 잘 없고 이사 드나드는 것도 드물었는데 유독 우리동만 1/3이 매물로 나와있고, 이사가 잦아 부동산에 물어보니 ""시끄러워서""라고 하더군요. 시끄럽지만 전망이 좋아 구입한건데 주변에서 이야기 했듯 전망은 그리 오래가지 않더군요. 조용한게 좋습니다. 소음에 매연 분진. ㅜㅜ  내용추가. 이건 오로지 저의 기준입니다. 저도 당시 소음분진이야 문닫으면 그만이니 전망을 선택하였으니까요. 전망은 꽤 좋습니다. 산과 하천, 동부간선도로와 앞 축구장 근린시설이 바로 보이며 앞에 가리는것없는 곳이었습니다. 댓글을 남겨주신 님의 말씀을 빌리자면 부촌들이 전망좋은곳(한강주변)에 많이 몰려있는것이 사실입니다. 그러한 곳은 보통 설계와 자재설비가 잘되어 있고 냉난방 및 공기순환시스템이 되어 있어 창문을 열필요가 없기에 소음분진을 거의 느낄수가 없지요. 다만 제가 살아보니 조용한것이 좋다는 것이고 재건축연한을 2년정도 후 바라보는 오래된 저희 집같은 경우입니다.   이제는 이사가는 일만 남았네요.  누구는 강남권에 집사고 몇억을 벌었고, 분양권 따서 또 몇억을 벌었고 하지만  그런돈도 기회도 없으니 이정도로 만족해야 하지 않나 싶습니다. 내집당에서도 당시 조언주신분들이 계셔서 두서없는 글이지만  한번 남겨보았습니다.  "
2017-06-27,인천 서구 가정지구 어떨까요?,"안녕하세요.  첫글이 질문이라 죄송합니다.   이제 4달 정도 된 아기 있는 3인 가정 가장입니다.  외벌이인데요.. 지금은 6호선 증산역 3분 거리의 빌라에 전세로 살고 있습니다.  회사가 현재는 종각 영풍문고 근처라 잘 다니고 있는데요.. 내년 7월 말 정도 회사 인원 일부가 시흥 배곶으로 갈 가능성이 높다고 하네요.. 현재 집에서 출퇴근 하려면 편도 2시간반은 잡아야 할 것 같더군요..ㄷㄷㄷ 증산역 주변이 뭐 그냥저냥 살만한데...현재 수색쪽으로 이주 들어가서 재건축 시작할 것 같고.. 증산역에서 세절역 쪽으로는 이제 사업자 선정 되서 내년에는 이주 들어가는 것 같더군요.. 중간에 끼인 증산 4구역인데...여기는 재개발은 안 하게 될 것 같은 분위기구요.. 암튼, 전세 옮겨 다니는 것도 귀찮고 해서 그냥 환경 좀 괜찮은 쪽으로 아파트나 구해서 가자 싶어서 요즘 좀 보는 중입니다.  예산이 대출 껴서 3억 초반대 정도까지라...지난 주에는 일산 풍동쪽 빌라 보고 왔는데... 빌라는 좀 아닌 것 같더군요.. 해서 좀 뒤져보고 나온 후보들이 검단SK뷰, 가정 시티프라디움, 가정 대성베르힐 분양권입니다.  검단SK뷰는 이마트 바로 붙어 있어서 좋은데..그거 말고는 진짜 아무것도 없는 것 같아서 그렇고.. 조금 검색해보니 사는 환경은 청라쪽이 좋을 것 같더군요.. 청라 내부는 가격이 좀 되는 것 같기도 하고 지하철까지 교통이 영 별로일 것 같아서 패스하고.. 청라 끝에서 가정역 쪽으로 올해 10-11월 입주인 대성베르힐과 내년 5월 입주인 시티프라디움을 고민 중에 있습니다.  일단 이번 주말에 주변 환경 보러 한번 가볼껀데요.. 인터넷이나 근처 구경으로 알기 힘든 팁이나 조언 있으신 분이 계시면 알려주셨으면 합니다. 네이버 부동산 검색으로는 두 단지 모두 프리미엄은 없거나 500? 많은 것은 1500-2000정도 인 것 같더군요...  이사 간다면 짧아도 아기 초등학교까지는 살게 되지 않을까 싶은데.. 분양권 전매도 아는게 별로 없다보니 불안하기도 하고 그렇네요.."
2017-06-27,"기존 아파트 대출 있는데, 새 아파트 이사시 대출은 기존 대출과 상관없이 받을 수 있는 건가요?","이사갈 예정인데요.  좀 헷갈리는 부분이 있어서요.  주택담보대출이 해당 집에 대한 DTI 계산만 된다면...  기존 집 대출과 상관없이 새로 구입할 아파트 매매가격에 맞춰 대출을 받을 수 있는 건지 궁금해서요.  아... 물론 기존 집은 팔 거긴 한데, 잔금 날짜들이 좀 달라서 기존 집과 상관없이 새 집에 대한 대출을 새로 받아야 해서요.  은행에 가서 물어보긴 할 건데.. 요 부분이 좀 헷갈려서 여쭤봅니다. ㅜㅜ"
2017-06-26,6억 5천 정도로 실거주 목적 매수할만한 곳이 있을까요?,"동작구를 보고 있는데  역세권은 동작구도 만만치가 않네요  7호선 라인이 뭐가 이리 비싼지;;  요새 사면 상투라더니 그말이 진짠가 싶어요. 어차피 실거주 목적이라 나중에 매각할때 금융비용 커버할 정도만 올라주면 좋긴 하겠는데...  30평대로 인서울 요즘 살만한 곳이 있나요?  인서울, 역세권에 강북(종로구보다 북쪽)은 제외하구요.  일단 주시하고 있는 쪽은 동작구랑 영등포구 입니다...  마포도 괜찮은것 같고...용산은 남영역쪽으로 가면 괜찮지 않을까 싶구요.  아 정말 모르겠네요. 부동산 상황이 워낙 불안정하니까(언젠 안그랬느냐마는...) 머리만 줘뜯고 있는 요즘입니다."
2017-06-26,6.19 부동산대책 이후 지역별 부동산 분위기들 외 부동산뉴스 읽는 붇옹산(2017.6.26),6.19 부동산 대책이 나온지 일주일 지났네요. ^^  일주일쯤 지났으니 어떤 분위기인지 지역별로 나눠서 조금 살펴보았습니다.  전문가20인 ‘하반기 시장 화두는 세금’ http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=016&aid=0001255942  코레일 광운대역세권개발 사업자설명회 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=008&aid=0003893713  6.19부동산 대책 이후 지역별 분위기들 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=018&aid=0003859148 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=119&aid=0002194031 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=023&aid=0003291507 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=008&aid=0003893542   주택 상가임대차보호법 개정 연구용역 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=001&aid=0009360448   임대주택 사업자 자발적 등록 혜택검토 http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=011&aid=0003059250  신임 국세청장 “부동산 투기 과세강화 적극 공감” http://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=260&oid=008&aid=0003893930   오늘도 읽어주셔서 감사합니다. ^^ 구독하기 좋아요 눌러주시면 더욱더 감사!!!!!   2017.6.26 붇옹산TV
2017-06-26,행신역 근처 부동산에 대한 궁금증 입니다.,"여기 저기 찾아 보면 행신역 근처는 그렇게 인기가 있지가 않더군요 일산 살면서 행신역을 보면 서울 접근 성, KTX역, 2정거장 위치에 있는 대곡역같은 경우 GTX등 여러 전철역이 지나가는데 왜 인기가 없을 까요?  제가 볼때 단점은 광역버스가 없고 대형마트가 없는 건데 행신역이 KTX역으로 제기능을 발휘 한다면 버스 라던지 마트도 해결이 되지 않을까요?   투자를 떠난 저의 지극히 개인 적인 궁금증 입니다.   저는 지금 후곡16단지에 살면서 평수를 넓혀 이사가기 위해 여기 저기 알아 보는 중입니다.  공원등 여러모로 장점이 많아서 더 좋은 환경 찾기가 힘드네요 예전엔 인천 도시철2호선 후곡역 이야기도 살짝 들려서 기대 했었는데 쏙 사라져서 지하철과 조금더 가까운곳을 찾고 있어요 "
2017-06-26,판교더샵 가격나왔나보네요,이 가격이면 인서울을 살거 같은데;;
2017-06-26,판교 더샵 일정 나왔네요. 1순위(성남): 7/5(수),특별공급: 7/3(월) 1순위(성남): 7/5(수) 1순위(수도권): 7/6(목)  내집마련신청: 6/27(화) 10시~  문자왔습니다. 이놈들.. 분양가는 아직도 미공개네요 ㅎㅎ --> 수정: 공고문 올라왔습니다.
2017-06-26,원룸 전세 계약기간 만료 전 나가는 경우에 대해 궁금한 점 여쭙습니다.,"신혼집 이사로 현재 살고있는 원룸 전세(동작구)를 빼야 하는 상황입니다. 8월 중순까지 빼야 하는데요. 이전에는 항상 전세를 계약 기간을 모두 채우고 나와서 부동산에 내놓는게 처음이라 몇 가지 문의 드립니다.  1.전세를 내놓을 때 한 부동산이 아니라 여러 부동산에 내놓아도 될까요? 제가 현재 살고 있는 원룸을 계약해준 부동산에 원룸과는 좀 떨어져 있어서, 원룸 근처 부동산에도 추가로 내놓는게 어떨까 해서요?  2.계약 기간이 만료 되지 않았을 경우, 새로운 세입자를 구해주지 못하면 전세금을 돌려받지 못하는게 맞나요?   비슷한 경험 있으셨던 분들 의견 부탁드립니다."
2017-06-26,주택담보대출 관련 문의 드립니다.,"안녕하세요.  검색을 해보면 장기로 봤을때, 원금균등상황방식이 더 이득이라고 하는데, 이번에 매매를 해야 해서 주택담보대출 상담차 은행을 갔는데, 주택담보대출은 원리금균등상황방식으로 밖에 신청이 안된다고 하네요.  원래 그런건가요? 아니면 저 은행만 그런건지...은행은 sc은행입니다.  감사합니다."
2017-06-26,대출관련 문의드립니다.,"안녕하세요?  대출에 대해서 궁금한게 있는데 인터넷으로 여러군데 찾아봐도 딱히 답이 안나와서 질문 드립니다.  지금 마이너스 통장 1억짜리가 있는데, 이건 주택담보대출과 따로 보는지, 아니면 제가 마이너스통장 1억을 다 빌린 상태에서 주택담보대출을 할려고 한다면 원래 빚이 없을 때 주택담보대출의 한도를 2억이라 치면 1억만 빌려주는건지.. 궁금하구요  또 만약 아파트를 2개를 주택담보대출로 샀을 시, 둘 다 LTV 60%적용 되서 가격의 60%까지 빌려주는건가요 아니면 첫 번째 아파트만 그렇게 빌려주는건가요?? 궁금합니다."
2017-06-26,"판교 더샵 퍼스트파크, 분당 지역 카페 반응.","저는 애초에 자금도 없어서 모델하우스에 가진 않았지만 주말에 꽤 북적였던 모양이더군요. 판교에서 신규 분양을 하는 단지가 워낙 없다보니 어마어마한 관심이 쏠린 것 같긴 한데 (기사 보니 5만명쯤 왔다고 ㄷㄷ)  분당/판교 지역 엄마들 까페 보니 반응이 상당히 회의적이긴 합니다.  단점으로는  - 아직 정확한 분양가가 나온게 아니지만 평당 2400 이상, 가장 작은 84제곱형도 7억 7천~ 8억대라 ㄷㄷ할 듯 - 모두들 지적했던 위치가 애매한 점은 도저히 답이 안나옴 - 초등학교 라이딩 필수인 점이 크리티컬한데다 낙생초 배정 때문에 맘접은 사람들 다수  (그다지 선호하는 학군은 아니라는 얘기들이..) - 거의 전평형 평면 구조가 너무너무 이상해서 대체 왜 이렇게 설계했나 답답할 지경 (전 평면도만 봤지만 좀 특이하긴 하네요)  - 장점으로 내세우는 인공지능 IoT는 전혀 쓸모없을 듯   장점은 정말 딱 두 개 - 공기/전망 좋음  - (생활권은 전혀 판교가 아니나) 어쨌든 판교 행정지역에서 분양하는 거의 몇 안남은 단지   그러나 뭐 완판은 될 것 같고 카페 내에서도 그걸 부정하진 않는 분위기였습니다. 세상엔 돈 많은 사람들이 넘치니..  혹시 다녀오신 분 or 관심갖고 계신 분이 있으실까 해서 그냥 주워들은 얘기 올려봅니다. "
2017-06-26,거실 확장 or 폴딩도어... 어떤게 나을까요?,"아파트 베란다 확장을 당연하게 생각했는데,  막상 확장을 하려고 이것저것 따져보니...  베란다에 단열공사, 배관공사등등... 하는 것보다,  폴딩도어를 설치하는 것도 나쁘지 않은 것 같습니다.  비어있는 집도 아니고,  가전가구등이 채워져있는 현재 살면서 확장하는 것이 나름 '큰일(공사)'인데...  거실 확장 or 폴딩도어... 둘 다 장단점이 있어서 고민중입니다.  회원분들 생각은 어떠세요?"
